"","X","DGames","DWins","DLoss","DWLpct","DSRS","DSOS","DConfW","DConfL","DPnts","DOppPnts","DFG","DFGA","DFGpct","DThreeP","DThreePA","DThreePpct","DFT","DFTA","DFTpct","DTRB","DAST","DSTL","DBLK","DTOV","SeedDiff","SRSxSOS","FGxThreeP","FGxFT","FGxTRB","FGxAST","FGxSTL","FGxBLK","FGxTOV","FGxSD","ThreePxFTpct","ThreePxAST","ThreePxTRB","ThreePxSTL","ThreePxSD","FTAxTRB","FTAxAST","FTAxSTL","FTAxBLK","FTAxTOV","FTAxSD","TRBxAST","TRBxSTL","TRBxBLK","TRBxTOV","TRBxSD","ASTxSTL","ASTxBLK","ASTxTOV","ASTxSD","STLxBLK","STLxTOV","STLxSD","BLKxTOV","BLKxSD","TOVxSD","ScD","winner","GamesSq","WinsxSOS","SeedDiffSq"
"631",631,-3,2,-5,0.116,-3.06,-3.01,1,-3,-281,-335,-114,-231,-0.005,-1,21,-0.014,-52,-71,-0.003,-128,-160,-60,-71,-44,-5,9.2106,114,5928,14592,18240,6840,8094,5016,570,0.003,160,128,60,5,9088,11360,4260,5041,3124,355,20480,7680,9088,5632,640,9600,11360,7040,800,4260,2640,300,3124,355,300,-14,0,9,-6.02,25
"632",632,3,10,-7,0.213,18.06,10.74,1,-1,-3,-169,86,249,-0.015,10,39,-0.00600000000000001,-187,-184,-0.0660000000000001,88,-2,55,167,-67,-15,193.9644,860,-16082,7568,-172,4730,14362,-5762,-1290,-0.660000000000001,-20,880,550,-150,-16192,368,-10120,-30728,12328,2760,-176,4840,14696,-5896,-1320,-110,-334,134,30,9185,-3685,-825,-11189,-2505,-825,7,1,9,107.4,225
"633",633,-4,2,-6,0.139,1.24,-2.35,1,-3,267,188,89,71,0.032,59,40,0.081,30,30,0.014,-96,70,30,-3,-84,-7,-2.914,5251,2670,-8544,6230,2670,-267,-7476,-623,0.826,4130,-5664,1770,-413,-2880,2100,900,-90,-2520,-210,-6720,-2880,288,8064,672,2100,-210,-5880,-490,-90,-2520,-210,252,21,-210,-14,0,16,-4.7,49
"634",634,-1,2,-3,0.076,5.64,-1.36,-2,-2,242,38,107,188,0.011,92,227,0.016,-64,-76,-0.0149999999999999,35,194,89,52,-2,-5,-7.6704,9844,-6848,3745,20758,9523,5564,-214,-535,-1.37999999999999,17848,3220,8188,-460,-2660,-14744,-6764,-3952,152,380,6790,3115,1820,-70,-175,17266,10088,-388,-970,4628,-178,-445,-104,-260,-445,-4,0,1,-2.72,25
"635",635,5,-1,6,-0.145,7.87,9.6,-2,4,582,615,190,431,-0.005,122,274,0.031,80,157,-0.048,202,57,30,7,86,-7,75.552,23180,15200,38380,10830,5700,1330,16340,-1330,-5.856,6954,24644,3660,-854,31714,8949,4710,1099,13502,-1099,11514,6060,1414,17372,-1414,1710,399,4902,-399,210,2580,-210,602,-49,-210,9,1,25,-9.6,49
"636",636,-3,-2,-1,0.0119999999999999,8.63,3.17,1,-1,97,-94,75,-148,0.072,-37,-180,0.037,-16,-84,0.0629999999999999,42,52,-170,-1,-8,-7,27.3571,-2775,-1200,3150,3900,-12750,-75,-600,-525,-2.331,-1924,-1554,6290,259,-3528,-4368,14280,84,672,588,2184,-7140,-42,-336,-294,-8840,-52,-416,-364,170,1360,1190,8,7,1190,-3,0,9,-6.34,49
"637",637,4,1,3,-0.0590000000000001,14.49,11.63,-3,5,65,-70,16,186,-0.037,90,251,-0.004,-57,-97,0.022,163,-8,-48,11,-81,-9,168.5187,1440,-912,2608,-128,-768,176,-1296,-144,1.98,-720,14670,-4320,-810,-15811,776,4656,-1067,7857,873,-1304,-7824,1793,-13203,-1467,384,-88,648,72,-528,3888,432,-891,-99,432,24,1,16,11.63,81
"638",638,2,1,1,-0.017,6.93,8.43,-2,4,37,97,-26,89,-0.036,-10,-4,-0.012,99,118,0.017,206,-40,-88,46,18,-5,58.4199,260,-2574,-5356,1040,2288,-1196,-468,130,-0.17,400,-2060,880,50,24308,-4720,-10384,5428,2124,-590,-8240,-18128,9476,3708,-1030,3520,-1840,-720,200,-4048,-1584,440,828,-230,440,17,1,4,8.43,25
"639",639,2,-1,3,-0.074,4.04,8.04,-1,3,218,333,51,124,-0.003,82,250,-0.011,34,92,-0.046,71,10,88,-45,153,-5,32.4816,4182,1734,3621,510,4488,-2295,7803,-255,-3.772,820,5822,7216,-410,6532,920,8096,-4140,14076,-460,710,6248,-3195,10863,-355,880,-450,1530,-50,-3960,13464,-440,-6885,225,-440,12,1,4,-8.04,25
"640",640,1,3,-2,0.0669999999999999,-1.76,-0.11,0,-2,-35,-39,-43,-54,-0.01,-35,-103,-0.001,86,149,-0.029,31,-27,-67,-45,-53,-1,0.1936,1505,-3698,-1333,1161,2881,1935,2279,43,1.015,945,-1085,2345,35,4619,-4023,-9983,-6705,-7897,-149,-837,-2077,-1395,-1643,-31,1809,1215,1431,27,3015,3551,67,2385,45,67,12,1,1,-0.33,1
"641",641,2,6,-4,0.131,1.98,-1.77,4,-4,418,268,151,-81,0.098,77,13,0.098,39,-52,0.112,-47,194,-66,-116,11,-3,-3.5046,11627,5889,-7097,29294,-9966,-17516,1661,-453,8.624,14938,-3619,-5082,-231,2444,-10088,3432,6032,-572,156,-9118,3102,5452,-517,141,-12804,-22504,2134,-582,7656,-726,198,-1276,348,198,4,1,4,-10.62,9
"642",642,1,6,-5,0.147,22.3,14.07,5,-3,527,227,199,285,0.037,57,101,0.029,72,96,0.002,97,121,40,64,-85,-13,313.761,11343,14328,19303,24079,7960,12736,-16915,-2587,0.114,6897,5529,2280,-741,9312,11616,3840,6144,-8160,-1248,11737,3880,6208,-8245,-1261,4840,7744,-10285,-1573,2560,-3400,-520,-5440,-832,-520,12,1,1,84.42,169
"643",643,5,6,-1,0.0650000000000001,23.45,10.6,-1,1,83,-273,41,3,0.02,111,191,0.065,-110,-152,-0.00900000000000001,46,51,-42,-31,-47,-11,248.57,4551,-4510,1886,2091,-1722,-1271,-1927,-451,-0.999000000000001,5661,5106,-4662,-1221,-6992,-7752,6384,4712,7144,1672,2346,-1932,-1426,-2162,-506,-2142,-1581,-2397,-561,1302,1974,462,1457,341,462,32,1,25,63.6,121
"644",644,-5,-1,-4,0.0780000000000001,13.08,9.66,1,-1,-626,-663,-239,-485,-0.00900000000000001,-58,-186,0.011,-90,-137,0.004,-267,-49,-91,-16,-138,-13,126.3528,13862,21510,63813,11711,21749,3824,32982,3107,-0.232,2842,15486,5278,754,36579,6713,12467,2192,18906,1781,13083,24297,4272,36846,3471,4459,784,6762,637,1456,12558,1183,2208,208,1183,-10,0,25,-9.66,169
"645",645,2,9,-7,0.217,23.08,14.49,1,-3,473,205,200,177,0.064,0,-10,0.00600000000000001,73,88,0.016,160,154,33,-38,34,-15,334.4292,0,14600,32000,30800,6600,-7600,6800,-3000,0,0,0,0,0,14080,13552,2904,-3344,2992,-1320,24640,5280,-6080,5440,-2400,5082,-5852,5236,-2310,-1254,1122,-495,-1292,570,-495,6,1,4,130.41,225
"646",646,3,2,1,0.003,1.28,2.13,-2,2,235,234,83,296,-0.021,102,356,-0.023,-33,-86,0.0399999999999999,-30,37,15,37,-28,-3,2.7264,8466,-2739,-2490,3071,1245,3071,-2324,-249,4.07999999999999,3774,-3060,1530,-306,2580,-3182,-1290,-3182,2408,258,-1110,-450,-1110,840,90,555,1369,-1036,-111,555,-420,-45,-1036,-111,-45,8,1,9,4.26,9
"647",647,0,8,-8,0.223,26.63,10.66,3,-3,485,-90,133,30,0.061,46,9,0.067,173,190,0.044,206,91,-16,-36,68,-15,283.8758,6118,23009,27398,12103,-2128,-4788,9044,-1995,2.024,4186,9476,-736,-690,39140,17290,-3040,-6840,12920,-2850,18746,-3296,-7416,14008,-3090,-1456,-3276,6188,-1365,576,-1088,240,-2448,540,240,21,1,0,85.28,225
"648",648,1,11,-10,0.282,21.44,8.68,4,-6,373,-72,148,90,0.054,-10,-115,0.045,87,54,0.0629999999999999,150,175,37,132,-20,-15,186.0992,-1480,12876,22200,25900,5476,19536,-2960,-2220,-0.629999999999999,-1750,-1500,-370,150,8100,9450,1998,7128,-1080,-810,26250,5550,19800,-3000,-2250,6475,23100,-3500,-2625,4884,-740,-555,-2640,-1980,-555,7,1,1,95.48,225
"649",649,1,3,-2,0.0650000000000001,3.39,2.07,3,-1,-36,-142,1,71,-0.015,-24,-37,-0.015,-14,26,-0.0519999999999999,187,76,-16,10,13,-9,7.0173,-24,-14,187,76,-16,10,13,-9,1.248,-1824,-4488,384,216,4862,1976,-416,260,338,-234,14212,-2992,1870,2431,-1683,-1216,760,988,-684,-160,-208,144,130,-90,144,-2,0,1,6.21,81
"650",650,3,15,-12,0.334,31.75,15.43,6,-4,679,60,272,373,0.053,15,-16,0.029,120,111,0.0509999999999999,219,179,169,3,-69,-15,489.9025,4080,32640,59568,48688,45968,816,-18768,-4080,0.764999999999998,2685,3285,2535,-225,24309,19869,18759,333,-7659,-1665,39201,37011,657,-15111,-3285,30251,537,-12351,-2685,507,-11661,-2535,-207,-45,-2535,31,1,9,231.45,225
"651",651,1,0,1,-0.022,6.77,12.03,-3,3,-108,81,5,31,-0.005,-109,-197,-0.073,-9,51,-0.0650000000000001,68,10,42,22,100,-11,81.4431,-545,-45,340,50,210,110,500,-55,7.08500000000001,-1090,-7412,-4578,1199,3468,510,2142,1122,5100,-561,680,2856,1496,6800,-748,420,220,1000,-110,924,4200,-462,2200,-242,-462,1,1,1,0,121
"652",652,1,3,-2,0.0609999999999999,-2.25,-0.61,2,-2,71,134,66,132,0.002,-53,-136,-0.003,-8,58,-0.0649999999999999,44,103,107,133,107,-5,1.3725,-3498,-528,2904,6798,7062,8778,7062,-330,3.44499999999999,-5459,-2332,-5671,265,2552,5974,6206,7714,6206,-290,4532,4708,5852,4708,-220,11021,13699,11021,-515,14231,11449,-535,14231,-665,-535,2,1,1,-1.83,25
"653",653,1,7,-6,0.177,15.03,6.83,2,-2,165,-57,71,129,0.00700000000000001,29,111,-0.019,-6,-4,-0.00499999999999989,142,-102,29,113,-13,-13,102.6549,2059,-426,10082,-7242,2059,8023,-923,-923,-0.144999999999997,-2958,4118,841,-377,-568,408,-116,-452,52,52,-14484,4118,16046,-1846,-1846,-2958,-11526,1326,1326,3277,-377,-377,-1469,-1469,-377,29,1,1,47.81,169
"654",654,4,6,-2,0.0810000000000001,18.92,13.32,-1,3,364,167,183,322,0.014,26,75,-0.004,-28,15,-0.0610000000000001,121,59,64,30,3,-9,252.0144,4758,-5124,22143,10797,11712,5490,549,-1647,-1.586,1534,3146,1664,-234,1815,885,960,450,45,-135,7139,7744,3630,363,-1089,3776,1770,177,-531,1920,192,-576,90,-270,-576,15,1,16,79.92,81
"655",655,2,1,1,-0.015,11.49,11.68,0,2,28,10,59,222,-0.025,-76,-157,-0.034,-14,-3,-0.017,233,7,57,26,3,-11,134.2032,-4484,-826,13747,413,3363,1534,177,-649,1.292,-532,-17708,-4332,836,-699,-21,-171,-78,-9,33,1631,13281,6058,699,-2563,399,182,21,-77,1482,171,-627,78,-286,-627,11,1,4,11.68,121
"656",656,1,0,1,-0.0199999999999999,4.8,1.97,0,2,252,149,134,1,0.068,-59,-269,0.063,43,106,-0.0419999999999999,129,14,-40,21,67,-1,9.456,-7906,5762,17286,1876,-5360,2814,8978,-134,2.47799999999999,-826,-7611,2360,59,13674,1484,-4240,2226,7102,-106,1806,-5160,2709,8643,-129,-560,294,938,-14,-840,-2680,40,1407,-21,40,-4,0,1,0,1
"657",657,5,9,-4,0.162,9.33,6.47,2,0,306,198,91,390,-0.052,30,149,-0.047,94,132,-0.002,327,113,2,8,3,-11,60.3651,2730,8554,29757,10283,182,728,273,-1001,-0.06,3390,9810,60,-330,43164,14916,264,1056,396,-1452,36951,654,2616,981,-3597,226,904,339,-1243,16,6,-22,24,-88,-22,-6,0,25,58.23,121
"658",658,2,5,-3,0.106,3.78,-0.52,2,-2,455,278,291,561,0.025,68,106,0.045,-197,-234,-0.0439999999999999,138,203,40,3,-100,-1,-1.9656,19788,-57327,40158,59073,11640,873,-29100,-291,-2.99199999999999,13804,9384,2720,-68,-32292,-47502,-9360,-702,23400,234,28014,5520,414,-13800,-138,8120,609,-20300,-203,120,-4000,-40,-300,-3,-40,7,1,4,-2.6,1
"659",659,0,2,-2,0.0569999999999999,-0.76,1.09,0,0,-329,-264,-70,-182,0.00600000000000001,-118,-307,-0.004,-71,-78,-0.022,-92,27,-48,35,-67,-3,-0.8284,8260,4970,6440,-1890,3360,-2450,4690,210,2.596,-3186,10856,5664,354,7176,-2106,3744,-2730,5226,234,-2484,4416,-3220,6164,276,-1296,945,-1809,-81,-1680,3216,144,-2345,-105,144,-18,0,0,2.18,9
"660",660,3,9,-6,0.196,16.15,9.34,2,-2,-134,-398,-28,-49,-0.003,-56,-133,-0.011,-22,40,-0.0730000000000001,125,-30,26,61,-44,-13,150.841,1568,616,-3500,840,-728,-1708,1232,364,4.08800000000001,1680,-7000,-1456,728,5000,-1200,1040,2440,-1760,-520,-3750,3250,7625,-5500,-1625,-780,-1830,1320,390,1586,-1144,-338,-2684,-793,-338,25,1,9,84.06,169
"661",661,-4,-4,0,-0.03,1.75,0.960000000000001,1,-1,-279,-273,-130,-256,-0.00800000000000001,-9,3,-0.017,-10,-58,0.041,-175,-86,-66,9,-144,-7,1.68,1170,1300,22750,11180,8580,-1170,18720,910,-0.369,774,1575,594,63,10150,4988,3828,-522,8352,406,15050,11550,-1575,25200,1225,5676,-774,12384,602,-594,9504,462,-1296,-63,462,-13,0,16,-3.84,49
"662",662,-6,-6,0,-0.042,4.14,-0.46,0,0,-438,-538,-117,-391,0.032,-96,-298,0.00999999999999995,-108,-125,-0.0309999999999999,-288,7,-71,-42,-128,-1,-1.9044,11232,12636,33696,-819,8307,4914,14976,117,2.97599999999999,-672,27648,6816,96,36000,-875,8875,5250,16000,125,-2016,20448,12096,36864,288,-497,-294,-896,-7,2982,9088,71,5376,42,71,-18,0,36,2.76,1
"663",663,0,4,-4,0.114,9.22,3.58,-1,-1,33,-139,-24,-16,-0.00900000000000001,73,179,0.027,8,-47,0.0479999999999999,-203,52,69,-84,-123,-9,33.0076,-1752,-192,4872,-1248,-1656,2016,2952,216,3.50399999999999,3796,-14819,5037,-657,9541,-2444,-3243,3948,5781,423,-10556,-14007,17052,24969,1827,3588,-4368,-6396,-468,-5796,-8487,-621,10332,756,-621,20,1,0,14.32,81
"664",664,2,3,-1,0.051,1.61,-0.899999999999999,-3,0,96,-45,36,69,0.003,43,125,0.004,-19,43,-0.074,78,31,29,66,34,-3,-1.449,1548,-684,2808,1116,1044,2376,1224,-108,-3.182,1333,3354,1247,-129,3354,1333,1247,2838,1462,-129,2418,2262,5148,2652,-234,899,2046,1054,-93,1914,986,-87,2244,-198,-87,15,1,4,-2.7,9
"665",665,8,5,3,-0.031,21.41,12.78,-8,6,578,251,247,658,-0.026,14,107,-0.037,70,192,-0.092,475,157,173,148,104,-9,273.6198,3458,17290,117325,38779,42731,36556,25688,-2223,-1.288,2198,6650,2422,-126,91200,30144,33216,28416,19968,-1728,74575,82175,70300,49400,-4275,27161,23236,16328,-1413,25604,17992,-1557,15392,-1332,-1557,47,1,64,63.9,81
"666",666,1,4,-3,0.096,-3.95,-2.49,5,-5,267,312,146,293,0.00800000000000001,-13,-32,-0.004,-12,-58,0.0389999999999999,-21,56,30,-60,-76,-5,9.8355,-1898,-1752,-3066,8176,4380,-8760,-11096,-730,-0.506999999999999,-728,273,-390,65,1218,-3248,-1740,3480,4408,290,-1176,-630,1260,1596,105,1680,-3360,-4256,-280,-1800,-2280,-150,4560,300,-150,-20,0,1,-9.96,25
"667",667,2,4,-2,0.078,2.27,-2.06,-2,0,280,83,39,127,-0.00800000000000001,93,246,0.027,107,162,-0.012,147,94,61,49,70,-7,-4.6762,3627,4173,5733,3666,2379,1911,2730,-273,-1.116,8742,13671,5673,-651,23814,15228,9882,7938,11340,-1134,13818,8967,7203,10290,-1029,5734,4606,6580,-658,2989,4270,-427,3430,-343,-427,-3,0,4,-8.24,49
"668",668,3,1,2,-0.038,8.78,4.29,-2,2,401,252,158,369,-0.005,52,111,0.019,33,-9,0.0579999999999999,10,36,191,-80,-51,-7,37.6662,8216,5214,1580,5688,30178,-12640,-8058,-1106,3.01599999999999,1872,520,9932,-364,-90,-324,-1719,720,459,63,360,1910,-800,-510,-70,6876,-2880,-1836,-252,-15280,-9741,-1337,4080,560,-1337,46,1,9,4.29,49
"669",669,-1,-4,3,-0.093,4.34,5.59,0,0,-505,-451,-154,-270,-0.018,21,50,0.00600000000000001,-218,-284,-0.044,-49,15,-97,-32,-61,-7,24.2606,-3234,33572,7546,-2310,14938,4928,9394,1078,-0.924,315,-1029,-2037,-147,13916,-4260,27548,9088,17324,1988,-735,4753,1568,2989,343,-1455,-480,-915,-105,3104,5917,679,1952,224,679,-11,0,1,-22.36,49
"670",670,7,14,-7,0.255,24.28,13.27,1,-3,515,164,264,582,-0.00600000000000001,-18,-5,-0.028,5,103,-0.082,384,167,92,50,5,-15,322.1956,-4752,1320,101376,44088,24288,13200,1320,-3960,1.476,-3006,-6912,-1656,270,39552,17201,9476,5150,515,-1545,64128,35328,19200,1920,-5760,15364,8350,835,-2505,4600,460,-1380,250,-750,-1380,29,1,49,185.78,225
"671",671,6,7,-1,0.0900000000000001,5.67,1.61,-2,2,706,492,240,424,0.028,92,161,0.053,134,236,-0.0369999999999999,397,259,-25,103,91,-5,9.1287,22080,32160,95280,62160,-6000,24720,21840,-1200,-3.40399999999999,23828,36524,-2300,-460,93692,61124,-5900,24308,21476,-1180,102823,-9925,40891,36127,-1985,-6475,26677,23569,-1295,-2575,-2275,125,9373,-515,125,14,1,36,11.27,25
"672",672,2,0,2,-0.0499999999999999,4.47,5.75,2,2,-18,34,19,202,-0.04,12,107,-0.05,-68,-78,-0.016,132,-24,25,33,12,-7,25.7025,228,-1292,2508,-456,475,627,228,-133,-0.192,-288,1584,300,-84,-10296,1872,-1950,-2574,-936,546,-3168,3300,4356,1584,-924,-600,-792,-288,168,825,300,-175,396,-231,-175,-4,0,4,0,49
"673",673,-1,-3,2,-0.0649999999999999,-6.66,1.26,-1,1,-129,158,-81,-73,-0.025,-2,47,-0.033,35,42,0.00600000000000001,14,-166,-47,8,93,-1,-8.3916,162,-2835,-1134,13446,3807,-648,-7533,81,-0.012,332,-28,94,2,588,-6972,-1974,336,3906,-42,-2324,-658,112,1302,-14,7802,-1328,-15438,166,-376,-4371,47,744,-8,47,-29,0,1,-3.78,1
"674",674,6,8,-2,0.0940000000000001,8.18,3.55,1,1,440,231,131,374,-0.021,37,81,0.00800000000000001,141,49,0.132,171,12,130,76,48,-3,29.039,4847,18471,22401,1572,17030,9956,6288,-393,4.884,444,6327,4810,-111,8379,588,6370,3724,2352,-147,2052,22230,12996,8208,-513,1560,912,576,-36,9880,6240,-390,3648,-228,-390,8,1,36,28.4,9
"675",675,0,4,-4,0.114,15.12,7.45,3,-3,-79,-257,-31,-200,0.032,110,189,0.047,-127,-259,0.072,-137,142,-111,-95,-117,-11,112.644,-3410,3937,4247,-4402,3441,2945,3627,341,7.92,15620,-15070,-12210,-1210,35483,-36778,28749,24605,30303,2849,-19454,15207,13015,16029,1507,-15762,-13490,-16614,-1562,10545,12987,1221,11115,1045,1221,10,1,0,29.8,121
"676",676,-1,-1,0,-0.00700000000000001,14.18,11.9,-1,1,-91,-51,-53,-41,-0.016,26,45,0.011,-11,-8,-0.00700000000000001,-131,-77,33,-42,-92,-11,168.742,-1378,583,6943,4081,-1749,2226,4876,583,-0.182,-2002,-3406,858,-286,1048,616,-264,336,736,88,10087,-4323,5502,12052,1441,-2541,3234,7084,847,-1386,-3036,-363,3864,462,-363,-7,0,1,-11.9,121
"677",677,5,17,-12,0.364,24,13.76,9,-7,488,79,180,323,0.019,92,258,-0.001,36,143,-0.082,210,133,90,17,-10,-15,330.24,16560,6480,37800,23940,16200,3060,-1800,-2700,-7.544,12236,19320,8280,-1380,30030,19019,12870,2431,-1430,-2145,27930,18900,3570,-2100,-3150,11970,2261,-1330,-1995,1530,-900,-1350,-170,-255,-1350,12,1,25,233.92,225
"678",678,2,8,-6,0.188,-3.46,-2.98,7,-7,33,7,74,22,0.032,16,-13,0.033,-131,-171,-0.01,88,62,-25,-18,63,-1,10.3108,1184,-9694,6512,4588,-1850,-1332,4662,-74,-0.16,992,1408,-400,-16,-15048,-10602,4275,3078,-10773,171,5456,-2200,-1584,5544,-88,-1550,-1116,3906,-62,450,-1575,25,-1134,18,25,8,1,4,-23.84,1
"679",679,2,0,2,-0.0459999999999999,14.55,17.91,-5,6,476,655,215,407,0.012,117,295,0.02,-71,-58,-0.035,190,163,-48,-31,-9,-11,260.5905,25155,-15265,40850,35045,-10320,-6665,-1935,-2365,-4.095,19071,22230,-5616,-1287,-11020,-9454,2784,1798,522,638,30970,-9120,-5890,-1710,-2090,-7824,-5053,-1467,-1793,1488,432,528,279,341,528,18,1,4,0,121
"680",680,1,1,0,0.00800000000000001,19.65,15.74,3,-1,87,43,74,127,0.00600000000000001,-126,-251,-0.05,65,137,-0.041,452,25,-95,129,104,-13,309.291,-9324,4810,33448,1850,-7030,9546,7696,-962,5.166,-3150,-56952,11970,1638,61924,3425,-13015,17673,14248,-1781,11300,-42940,58308,47008,-5876,-2375,3225,2600,-325,-12255,-9880,1235,13416,-1677,1235,11,1,1,15.74,169
"681",681,7,9,-2,0.119,5.93,1.43,2,-2,712,506,206,373,0.02,5,13,0.001,295,405,0.026,427,-57,-16,138,65,-1,8.4799,1030,60770,87962,-11742,-3296,28428,13390,-206,0.13,-285,2135,-80,-5,172935,-23085,-6480,55890,26325,-405,-24339,-6832,58926,27755,-427,912,-7866,-3705,57,-2208,-1040,16,8970,-138,16,7,1,49,12.87,1
"682",682,4,6,-2,0.08,18.65,5.7,0,-2,458,-49,223,395,0.02,80,219,-0.001,-68,-99,-0.002,162,135,97,-27,-77,-9,106.305,17840,-15164,36126,30105,21631,-6021,-17171,-2007,-0.16,10800,12960,7760,-720,-16038,-13365,-9603,2673,7623,891,21870,15714,-4374,-12474,-1458,13095,-3645,-10395,-1215,-2619,-7469,-873,2079,243,-873,7,1,16,34.2,81
"683",683,-4,0,-4,0.078,-6.73,-1.84,-1,-1,-170,67,-27,-86,0.00600000000000001,-28,-119,0.021,-88,-83,-0.0359999999999999,-157,27,34,6,58,-5,12.3832,756,2376,4239,-729,-918,-162,-1566,135,1.008,-756,4396,-952,140,13031,-2241,-2822,-498,-4814,415,-4239,-5338,-942,-9106,785,918,162,1566,-135,204,1972,-170,348,-30,-170,-19,0,16,0,25
"684",684,1,0,1,-0.021,2.42,2.72,1,1,199,186,119,197,0.014,-5,38,-0.034,-34,-44,-0.00700000000000001,39,130,59,24,21,-1,6.5824,-595,-4046,4641,15470,7021,2856,2499,-119,0.035,-650,-195,-295,5,-1716,-5720,-2596,-1056,-924,44,5070,2301,936,819,-39,7670,3120,2730,-130,1416,1239,-59,504,-24,-59,5,1,1,0,1
"685",685,4,8,-4,0.151,22.84,15.6,4,-2,531,354,137,178,0.029,123,250,0.042,134,99,0.099,70,102,-14,34,-15,-13,356.304,16851,18358,9590,13974,-1918,4658,-2055,-1781,12.177,12546,8610,-1722,-1599,6930,10098,-1386,3366,-1485,-1287,7140,-980,2380,-1050,-910,-1428,3468,-1530,-1326,-476,210,182,-510,-442,182,17,1,16,124.8,169
"686",686,3,4,-1,0.049,16.62,10.48,-2,4,88,-157,88,51,0.03,55,56,0.045,-143,-197,-0.004,136,260,51,51,96,-9,174.1776,4840,-12584,11968,22880,4488,4488,8448,-792,-0.22,14300,7480,2805,-495,-26792,-51220,-10047,-10047,-18912,1773,35360,6936,6936,13056,-1224,13260,13260,24960,-2340,2601,4896,-459,4896,-459,-459,15,1,9,41.92,81
"687",687,-2,4,-6,0.155,-0.699999999999999,-4.16,5,-5,-100,-209,-49,-99,-0.001,-11,22,-0.032,9,-14,0.022,39,107,-29,18,-48,-3,2.912,539,-441,-1911,-5243,1421,-882,2352,147,-0.242,-1177,-429,319,33,-546,-1498,406,-252,672,42,4173,-1131,702,-1872,-117,-3103,1926,-5136,-321,-522,1392,87,-864,-54,87,-5,0,4,-16.64,9
"688",688,-1,1,-2,0.0489999999999999,3.87,0.57,3,-3,38,-71,104,73,0.035,-72,-194,-0.011,-98,51,-0.156,72,47,55,-12,0,-5,2.2059,-7488,-10192,7488,4888,5720,-1248,0,-520,11.232,-3384,-5184,-3960,360,3672,2397,2805,-612,0,-255,3384,3960,-864,0,-360,2585,-564,0,-235,-660,0,-275,0,60,-275,2,1,1,0.57,25
"689",689,-2,-1,-1,0.011,7.29,2.78,0,2,-239,-386,-92,-143,-0.013,-43,-27,-0.053,-12,-26,0.0079999999999999,-102,-64,48,61,-48,-5,20.2662,3956,1104,9384,5888,-4416,-5612,4416,460,-0.343999999999996,2752,4386,-2064,215,2652,1664,-1248,-1586,1248,130,6528,-4896,-6222,4896,510,-3072,-3904,3072,320,2928,-2304,-240,-2928,-305,-240,-1,0,4,-2.78,25
"690",690,0,-3,3,-0.0910000000000001,8.6,8.99,0,4,212,344,21,275,-0.058,109,269,0.015,61,83,-0.002,161,101,18,-37,51,-7,77.314,2289,1281,3381,2121,378,-777,1071,-147,-0.218,11009,17549,1962,-763,13363,8383,1494,-3071,4233,-581,16261,2898,-5957,8211,-1127,1818,-3737,5151,-707,-666,918,-126,-1887,259,-126,-5,0,0,-26.97,49
"691",691,-1,1,-2,0.0489999999999999,4.12,2.33,-3,3,-148,-185,-84,-209,0.00599999999999995,82,167,0.034,-62,-190,0.0800000000000001,-273,-52,12,10,-6,-3,9.5996,-6888,5208,22932,4368,-1008,-840,504,252,6.56000000000001,-4264,-22386,984,-246,51870,9880,-2280,-1900,1140,570,14196,-3276,-2730,1638,819,-624,-520,312,156,120,-72,-36,-60,-30,-36,19,1,1,2.33,9
"692",692,-2,5,-7,0.183,2.61,-3.2,4,-6,-187,-399,-121,-191,-0.017,30,76,0.011,25,-7,0.0399999999999999,-8,16,80,-11,56,-7,-8.352,-3630,-3025,968,-1936,-9680,1331,-6776,847,1.2,480,-240,2400,-210,56,-112,-560,77,-392,49,-128,-640,88,-448,56,1280,-176,896,-112,-880,4480,-560,-616,77,-560,3,1,4,-16,49
"693",693,0,5,-5,0.139,8.79,7.44,4,-2,-241,-363,-63,91,-0.053,-8,-4,-0.013,-107,-125,-0.023,18,-118,105,-41,-102,-9,65.3976,504,6741,-1134,7434,-6615,2583,6426,567,0.184,944,-144,-840,72,-2250,14750,-13125,5125,12750,1125,-2124,1890,-738,-1836,-162,-12390,4838,12036,1062,-4305,-10710,-945,4182,369,-945,4,1,0,37.2,81
"694",694,1,5,-4,0.127,14.32,8.7,0,0,-62,-223,40,189,-0.026,-28,-88,0.002,-114,-141,-0.016,57,26,77,60,-158,-11,124.584,-1120,-4560,2280,1040,3080,2400,-6320,-440,0.448,-728,-1596,-2156,308,-8037,-3666,-10857,-8460,22278,1551,1482,4389,3420,-9006,-627,2002,1560,-4108,-286,4620,-12166,-847,-9480,-660,-847,24,1,1,43.5,121
"695",695,2,3,-1,0.05,-0.65,1.74,1,-1,112,184,69,243,-0.019,-90,-143,-0.063,64,122,-0.0229999999999999,277,-19,32,24,49,-3,-1.131,-6210,4416,19113,-1311,2208,1656,3381,-207,2.06999999999999,1710,-24930,-2880,270,33794,-2318,3904,2928,5978,-366,-5263,8864,6648,13573,-831,-608,-456,-931,57,768,1568,-96,1176,-72,-96,2,1,4,5.22,9
